"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2022-10-01,"Tennessee",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,32.2540774654475,"argo_detrend"
2022-10-01,"Tennessee",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,30.7073788900463,"argo_detrend"
2022-10-01,"Texas",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,98.290561260649,"argo_detrend"
2022-10-01,"Texas",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,81.5291436368937,"argo_detrend"
2022-10-01,"Texas",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,74.7096003045963,"argo_detrend"
2022-10-01,"Texas",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,48.3793589238281,"argo_detrend"
2022-10-01,"US",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,375.814399712774,"argo_detrend"
2022-10-01,"US",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,399.238448019745,"argo_detrend"
2022-10-01,"US",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,624.262432901351,"argo_detrend"
2022-10-01,"US",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,562.935425676442,"argo_detrend"
2022-10-01,"Utah",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,7.23226336371806,"argo_detrend"
2022-10-01,"Utah",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,6.62858917704348,"argo_detrend"
2022-10-01,"Utah",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,6.46992411581253,"argo_detrend"
2022-10-01,"Utah",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,6.3119641667738,"argo_detrend"
2022-10-01,"Vermont",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,0.835010037461205,"argo_detrend"
2022-10-01,"Vermont",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,0.631115803387457,"argo_detrend"
2022-10-01,"Vermont",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,1.05732281671147,"argo_detrend"
2022-10-01,"Vermont",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,1.16917906416432,"argo_detrend"
2022-10-01,"Virginia",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,17.1570523809043,"argo_detrend"
2022-10-01,"Virginia",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,15.2963028774814,"argo_detrend"
2022-10-01,"Virginia",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,13.4125886270442,"argo_detrend"
2022-10-01,"Virginia",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,11.0841215351566,"argo_detrend"
2022-10-01,"Washington",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,5.26800718043065,"argo_detrend"
2022-10-01,"Washington",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,3.81344378320812,"argo_detrend"
2022-10-01,"Washington",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,0.889612978070398,"argo_detrend"
2022-10-01,"Washington",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,-2.14791335861495,"argo_detrend"
2022-10-01,"West Virginia",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,4.59187517807057,"argo_detrend"
2022-10-01,"West Virginia",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,4.20714422795051,"argo_detrend"
2022-10-01,"West Virginia",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,4.23751987130024,"argo_detrend"
2022-10-01,"West Virginia",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,3.6217351441949,"argo_detrend"
2022-10-01,"Wisconsin",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,10.3224253141281,"argo_detrend"
2022-10-01,"Wisconsin",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,9.70668457327416,"argo_detrend"
2022-10-01,"Wisconsin",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,8.38056309303908,"argo_detrend"
2022-10-01,"Wisconsin",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,8.27274344624852,"argo_detrend"
2022-10-01,"Wyoming",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,1.87824722012771,"argo_detrend"
2022-10-01,"Wyoming",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,1.87028407136102,"argo_detrend"
2022-10-01,"Wyoming",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,1.7761442122479,"argo_detrend"
2022-10-01,"Wyoming",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,1.76439297877181,"argo_detrend"
2022-10-08,"Alabama",0,"wk inc flu hosp",2022-10-08,"quantile",0.5,20.1344269782124,"argo_detrend"
2022-10-08,"Alabama",1,"wk inc flu hosp",2022-10-15,"quantile",0.5,19.1382567310737,"argo_detrend"
2022-10-08,"Alabama",2,"wk inc flu hosp",2022-10-22,"quantile",0.5,19.2997714550076,"argo_detrend"
2022-10-08,"Alabama",3,"wk inc flu hosp",2022-10-29,"quantile",0.5,18.2756557691245,"argo_detrend"
2022-10-08,"Alaska",0,"wk inc flu hosp",2022-10-08,"quantile",0.5,0.898597093013119,"argo_detrend"
2022-10-08,"Alaska",1,"wk inc flu hosp",2022-10-15,"quantile",0.5,0.931173489670222,"argo_detrend"
2022-10-08,"Alaska",2,"wk inc flu hosp",2022-10-22,"quantile",0.5,1.05057375401687,"argo_detrend"
2022-10-08,"Alaska",3,"wk inc flu hosp",2022-10-29,"quantile",0.5,0.716535280001365,"argo_detrend"
2022-10-08,"Arizona",0,"wk inc flu hosp",2022-10-08,"quantile",0.5,3.96173513476307,"argo_detrend"
2022-10-08,"Arizona",1,"wk inc flu hosp",2022-10-15,"quantile",0.5,19.2791256980065,"argo_detrend"
2022-10-08,"Arizona",2,"wk inc flu hosp",2022-10-22,"quantile",0.5,17.813832409401,"argo_detrend"
2022-10-08,"Arizona",3,"wk inc flu hosp",2022-10-29,"quantile",0.5,23.4048285716266,"argo_detrend"
2022-10-08,"Arkansas",0,"wk inc flu hosp",2022-10-08,"quantile",0.5,14.7371612827569,"argo_detrend"
2022-10-08,"Arkansas",1,"wk inc flu hosp",2022-10-15,"quantile",0.5,14.1144855327571,"argo_detrend"
2022-10-08,"Arkansas",2,"wk inc flu hosp",2022-10-22,"quantile",0.5,12.6716000554935,"argo_detrend"
2022-10-08,"Arkansas",3,"wk inc flu hosp",2022-10-29,"quantile",0.5,11.8815970921716,"argo_detrend"
2022-10-08,"California",0,"wk inc flu hosp",2022-10-08,"quantile",0.5,113.71651998246,"argo_detrend"
2022-10-08,"California",1,"wk inc flu hosp",2022-10-15,"quantile",0.5,167.76982647736,"argo_detrend"
2022-10-08,"California",2,"wk inc flu hosp",2022-10-22,"quantile",0.5,126.443313343704,"argo_detrend"
2022-10-08,"California",3,"wk inc flu hosp",2022-10-29,"quantile",0.5,97.71840703687,"argo_detrend"
